colid,colname
26682_2_0,Volume of PuL (left hemisphere)
26682_3_0,Volume of PuL (left hemisphere)
26683_2_0,Volume of Pt (left hemisphere)
26683_3_0,Volume of Pt (left hemisphere)
26684_2_0,Volume of AV (left hemisphere)
26684_3_0,Volume of AV (left hemisphere)
26685_2_0,Volume of Pc (left hemisphere)
26685_3_0,Volume of Pc (left hemisphere)
26686_2_0,Volume of VLp (left hemisphere)
26686_3_0,Volume of VLp (left hemisphere)
26687_2_0,Volume of LP (left hemisphere)
26687_3_0,Volume of LP (left hemisphere)
26688_2_0,Volume of LGN (right hemisphere)
26688_3_0,Volume of LGN (right hemisphere)
26689_2_0,Volume of MGN (right hemisphere)
26689_3_0,Volume of MGN (right hemisphere)
26690_2_0,Volume of PuI (right hemisphere)
26690_3_0,Volume of PuI (right hemisphere)
26691_2_0,Volume of PuM (right hemisphere)
26691_3_0,Volume of PuM (right hemisphere)
26692_2_0,Volume of L-Sg (right hemisphere)
26692_3_0,Volume of L-Sg (right hemisphere)
26693_2_0,Volume of VPL (right hemisphere)
26693_3_0,Volume of VPL (right hemisphere)
26694_2_0,Volume of CM (right hemisphere)
26694_3_0,Volume of CM (right hemisphere)
26695_2_0,Volume of VLa (right hemisphere)
26695_3_0,Volume of VLa (right hemisphere)
26696_2_0,Volume of PuA (right hemisphere)
26696_3_0,Volume of PuA (right hemisphere)
26697_2_0,Volume of MDm (right hemisphere)
26697_3_0,Volume of MDm (right hemisphere)
26698_2_0,Volume of Pf (right hemisphere)
26698_3_0,Volume of Pf (right hemisphere)
26699_2_0,Volume of VAmc (right hemisphere)
26699_3_0,Volume of VAmc (right hemisphere)
26700_2_0,Volume of MDl (right hemisphere)
26700_3_0,Volume of MDl (right hemisphere)
26701_2_0,Volume of VA (right hemisphere)
26701_3_0,Volume of VA (right hemisphere)
26702_2_0,Volume of MV(Re) (right hemisphere)
26702_3_0,Volume of MV(Re) (right hemisphere)
26703_2_0,Volume of CeM (right hemisphere)
26703_3_0,Volume of CeM (right hemisphere)
26704_2_0,Volume of VM (right hemisphere)
26704_3_0,Volume of VM (right hemisphere)
26705_2_0,Volume of PuL (right hemisphere)
26705_3_0,Volume of PuL (right hemisphere)
26706_2_0,Volume of CL (right hemisphere)
26706_3_0,Volume of CL (right hemisphere)
26707_2_0,Volume of VLp (right hemisphere)
26707_3_0,Volume of VLp (right hemisphere)
26708_2_0,Volume of Pc (right hemisphere)
26708_3_0,Volume of Pc (right hemisphere)
26709_2_0,Volume of Pt (right hemisphere)
26709_3_0,Volume of Pt (right hemisphere)
26710_2_0,Volume of AV (right hemisphere)
26710_3_0,Volume of AV (right hemisphere)
26711_2_0,Volume of LP (right hemisphere)
26711_3_0,Volume of LP (right hemisphere)
26712_2_0,Volume of LD (left hemisphere)
26712_3_0,Volume of LD (left hemisphere)
26713_2_0,Volume of LD (right hemisphere)
26713_3_0,Volume of LD (right hemisphere)
26714_2_0,Volume of Whole-thalamus (left hemisphere)
26714_3_0,Volume of Whole-thalamus (left hemisphere)
26715_2_0,Volume of Whole-thalamus (right hemisphere)
26715_3_0,Volume of Whole-thalamus (right hemisphere)
26716_2_0,Volume of Medulla (whole brain)
26716_3_0,Volume of Medulla (whole brain)
26717_2_0,Volume of Pons (whole brain)
26717_3_0,Volume of Pons (whole brain)
26718_2_0,Volume of SCP (whole brain)
26718_3_0,Volume of SCP (whole brain)
26719_2_0,Volume of Midbrain (whole brain)
26719_3_0,Volume of Midbrain (whole brain)
26720_2_0,Volume of Whole-brainstem (whole brain)
26720_3_0,Volume of Whole-brainstem (whole brain)
26721_2_0,Area of TotalSurface (left hemisphere)
26721_3_0,Area of TotalSurface (left hemisphere)
26722_2_0,Area of bankssts (left hemisphere)
26722_3_0,Area of bankssts (left hemisphere)
26723_2_0,Area of caudalanteriorcingulate (left hemisphere)
26723_3_0,Area of caudalanteriorcingulate (left hemisphere)
26724_2_0,Area of caudalmiddlefrontal (left hemisphere)
26724_3_0,Area of caudalmiddlefrontal (left hemisphere)
26725_2_0,Area of cuneus (left hemisphere)
26725_3_0,Area of cuneus (left hemisphere)
26726_2_0,Area of entorhinal (left hemisphere)
26726_3_0,Area of entorhinal (left hemisphere)
26727_2_0,Area of fusiform (left hemisphere)
26727_3_0,Area of fusiform (left hemisphere)
26728_2_0,Area of inferiorparietal (left hemisphere)
26728_3_0,Area of inferiorparietal (left hemisphere)
26729_2_0,Area of inferiortemporal (left hemisphere)
26729_3_0,Area of inferiortemporal (left hemisphere)
26730_2_0,Area of isthmuscingulate (left hemisphere)
26730_3_0,Area of isthmuscingulate (left hemisphere)
26731_2_0,Area of lateraloccipital (left hemisphere)
26731_3_0,Area of lateraloccipital (left hemisphere)
26732_2_0,Area of lateralorbitofrontal (left hemisphere)
26732_3_0,Area of lateralorbitofrontal (left hemisphere)
26733_2_0,Area of lingual (left hemisphere)
26733_3_0,Area of lingual (left hemisphere)
26734_2_0,Area of medialorbitofrontal (left hemisphere)
26734_3_0,Area of medialorbitofrontal (left hemisphere)
26735_2_0,Area of middletemporal (left hemisphere)
26735_3_0,Area of middletemporal (left hemisphere)
26736_2_0,Area of parahippocampal (left hemisphere)
26736_3_0,Area of parahippocampal (left hemisphere)
26737_2_0,Area of paracentral (left hemisphere)
26737_3_0,Area of paracentral (left hemisphere)
26738_2_0,Area of parsopercularis (left hemisphere)
26738_3_0,Area of parsopercularis (left hemisphere)
26739_2_0,Area of parsorbitalis (left hemisphere)
26739_3_0,Area of parsorbitalis (left hemisphere)
26740_2_0,Area of parstriangularis (left hemisphere)
26740_3_0,Area of parstriangularis (left hemisphere)
26741_2_0,Area of pericalcarine (left hemisphere)
26741_3_0,Area of pericalcarine (left hemisphere)
26742_2_0,Area of postcentral (left hemisphere)
26742_3_0,Area of postcentral (left hemisphere)
26743_2_0,Area of posteriorcingulate (left hemisphere)
26743_3_0,Area of posteriorcingulate (left hemisphere)
26744_2_0,Area of precentral (left hemisphere)
26744_3_0,Area of precentral (left hemisphere)
26745_2_0,Area of precuneus (left hemisphere)
26745_3_0,Area of precuneus (left hemisphere)
26746_2_0,Area of rostralanteriorcingulate (left hemisphere)
26746_3_0,Area of rostralanteriorcingulate (left hemisphere)
26747_2_0,Area of rostralmiddlefrontal (left hemisphere)
26747_3_0,Area of rostralmiddlefrontal (left hemisphere)
26748_2_0,Area of superiorfrontal (left hemisphere)
26748_3_0,Area of superiorfrontal (left hemisphere)
26749_2_0,Area of superiorparietal (left hemisphere)
26749_3_0,Area of superiorparietal (left hemisphere)
26750_2_0,Area of superiortemporal (left hemisphere)
26750_3_0,Area of superiortemporal (left hemisphere)
26751_2_0,Area of supramarginal (left hemisphere)
26751_3_0,Area of supramarginal (left hemisphere)
26752_2_0,Area of frontalpole (left hemisphere)
26752_3_0,Area of frontalpole (left hemisphere)
26753_2_0,Area of transversetemporal (left hemisphere)
26753_3_0,Area of transversetemporal (left hemisphere)
26754_2_0,Area of insula (left hemisphere)
26754_3_0,Area of insula (left hemisphere)
26755_2_0,Mean thickness of GlobalMeanMean thickness (left hemisphere)
26755_3_0,Mean thickness of GlobalMeanMean thickness (left hemisphere)
26756_2_0,Mean thickness of bankssts (left hemisphere)
26756_3_0,Mean thickness of bankssts (left hemisphere)
26757_2_0,Mean thickness of caudalanteriorcingulate (left hemisphere)
26757_3_0,Mean thickness of caudalanteriorcingulate (left hemisphere)
26758_2_0,Mean thickness of caudalmiddlefrontal (left hemisphere)
26758_3_0,Mean thickness of caudalmiddlefrontal (left hemisphere)
26759_2_0,Mean thickness of cuneus (left hemisphere)
26759_3_0,Mean thickness of cuneus (left hemisphere)
26760_2_0,Mean thickness of entorhinal (left hemisphere)
26760_3_0,Mean thickness of entorhinal (left hemisphere)
26761_2_0,Mean thickness of fusiform (left hemisphere)
26761_3_0,Mean thickness of fusiform (left hemisphere)
26762_2_0,Mean thickness of inferiorparietal (left hemisphere)
26762_3_0,Mean thickness of inferiorparietal (left hemisphere)
26763_2_0,Mean thickness of inferiortemporal (left hemisphere)
26763_3_0,Mean thickness of inferiortemporal (left hemisphere)
26764_2_0,Mean thickness of isthmuscingulate (left hemisphere)
26764_3_0,Mean thickness of isthmuscingulate (left hemisphere)
26765_2_0,Mean thickness of lateraloccipital (left hemisphere)
26765_3_0,Mean thickness of lateraloccipital (left hemisphere)
26766_2_0,Mean thickness of lateralorbitofrontal (left hemisphere)
26766_3_0,Mean thickness of lateralorbitofrontal (left hemisphere)
26767_2_0,Mean thickness of lingual (left hemisphere)
26767_3_0,Mean thickness of lingual (left hemisphere)
26768_2_0,Mean thickness of medialorbitofrontal (left hemisphere)
26768_3_0,Mean thickness of medialorbitofrontal (left hemisphere)
26769_2_0,Mean thickness of middletemporal (left hemisphere)
26769_3_0,Mean thickness of middletemporal (left hemisphere)
26770_2_0,Mean thickness of parahippocampal (left hemisphere)
26770_3_0,Mean thickness of parahippocampal (left hemisphere)
26771_2_0,Mean thickness of paracentral (left hemisphere)
26771_3_0,Mean thickness of paracentral (left hemisphere)
26772_2_0,Mean thickness of parsopercularis (left hemisphere)
26772_3_0,Mean thickness of parsopercularis (left hemisphere)
26773_2_0,Mean thickness of parsorbitalis (left hemisphere)
26773_3_0,Mean thickness of parsorbitalis (left hemisphere)
26774_2_0,Mean thickness of parstriangularis (left hemisphere)
26774_3_0,Mean thickness of parstriangularis (left hemisphere)
26775_2_0,Mean thickness of pericalcarine (left hemisphere)
26775_3_0,Mean thickness of pericalcarine (left hemisphere)
26776_2_0,Mean thickness of postcentral (left hemisphere)
26776_3_0,Mean thickness of postcentral (left hemisphere)
26777_2_0,Mean thickness of posteriorcingulate (left hemisphere)
26777_3_0,Mean thickness of posteriorcingulate (left hemisphere)
26778_2_0,Mean thickness of precentral (left hemisphere)
26778_3_0,Mean thickness of precentral (left hemisphere)
26779_2_0,Mean thickness of precuneus (left hemisphere)
26779_3_0,Mean thickness of precuneus (left hemisphere)
26780_2_0,Mean thickness of rostralanteriorcingulate (left hemisphere)
26780_3_0,Mean thickness of rostralanteriorcingulate (left hemisphere)
26781_2_0,Mean thickness of rostralmiddlefrontal (left hemisphere)
26781_3_0,Mean thickness of rostralmiddlefrontal (left hemisphere)
26782_2_0,Mean thickness of superiorfrontal (left hemisphere)
26782_3_0,Mean thickness of superiorfrontal (left hemisphere)
26783_2_0,Mean thickness of superiorparietal (left hemisphere)
26783_3_0,Mean thickness of superiorparietal (left hemisphere)
26784_2_0,Mean thickness of superiortemporal (left hemisphere)
26784_3_0,Mean thickness of superiortemporal (left hemisphere)
26785_2_0,Mean thickness of supramarginal (left hemisphere)
26785_3_0,Mean thickness of supramarginal (left hemisphere)
26786_2_0,Mean thickness of frontalpole (left hemisphere)
26786_3_0,Mean thickness of frontalpole (left hemisphere)
26787_2_0,Mean thickness of transversetemporal (left hemisphere)
26787_3_0,Mean thickness of transversetemporal (left hemisphere)
26788_2_0,Mean thickness of insula (left hemisphere)
26788_3_0,Mean thickness of insula (left hemisphere)
26789_2_0,Volume of bankssts (left hemisphere)
26789_3_0,Volume of bankssts (left hemisphere)
26790_2_0,Volume of caudalanteriorcingulate (left hemisphere)
26790_3_0,Volume of caudalanteriorcingulate (left hemisphere)
26791_2_0,Volume of caudalmiddlefrontal (left hemisphere)
26791_3_0,Volume of caudalmiddlefrontal (left hemisphere)
26792_2_0,Volume of cuneus (left hemisphere)
26792_3_0,Volume of cuneus (left hemisphere)
26793_2_0,Volume of entorhinal (left hemisphere)
26793_3_0,Volume of entorhinal (left hemisphere)
26794_2_0,Volume of fusiform (left hemisphere)
26794_3_0,Volume of fusiform (left hemisphere)
26795_2_0,Volume of inferiorparietal (left hemisphere)
26795_3_0,Volume of inferiorparietal (left hemisphere)
26796_2_0,Volume of inferiortemporal (left hemisphere)
26796_3_0,Volume of inferiortemporal (left hemisphere)
26797_2_0,Volume of isthmuscingulate (left hemisphere)
26797_3_0,Volume of isthmuscingulate (left hemisphere)
26798_2_0,Volume of lateraloccipital (left hemisphere)
26798_3_0,Volume of lateraloccipital (left hemisphere)
26799_2_0,Volume of lateralorbitofrontal (left hemisphere)
26799_3_0,Volume of lateralorbitofrontal (left hemisphere)
26800_2_0,Volume of lingual (left hemisphere)
26800_3_0,Volume of lingual (left hemisphere)
26801_2_0,Volume of medialorbitofrontal (left hemisphere)
26801_3_0,Volume of medialorbitofrontal (left hemisphere)
26802_2_0,Volume of middletemporal (left hemisphere)
26802_3_0,Volume of middletemporal (left hemisphere)
26803_2_0,Volume of parahippocampal (left hemisphere)
26803_3_0,Volume of parahippocampal (left hemisphere)
26804_2_0,Volume of paracentral (left hemisphere)
26804_3_0,Volume of paracentral (left hemisphere)
26805_2_0,Volume of parsopercularis (left hemisphere)
26805_3_0,Volume of parsopercularis (left hemisphere)
26806_2_0,Volume of parsorbitalis (left hemisphere)
26806_3_0,Volume of parsorbitalis (left hemisphere)
26807_2_0,Volume of parstriangularis (left hemisphere)
26807_3_0,Volume of parstriangularis (left hemisphere)
26808_2_0,Volume of pericalcarine (left hemisphere)
26808_3_0,Volume of pericalcarine (left hemisphere)
26809_2_0,Volume of postcentral (left hemisphere)
26809_3_0,Volume of postcentral (left hemisphere)
26810_2_0,Volume of posteriorcingulate (left hemisphere)
26810_3_0,Volume of posteriorcingulate (left hemisphere)
26811_2_0,Volume of precentral (left hemisphere)
26811_3_0,Volume of precentral (left hemisphere)
26812_2_0,Volume of precuneus (left hemisphere)
26812_3_0,Volume of precuneus (left hemisphere)
26813_2_0,Volume of rostralanteriorcingulate (left hemisphere)
26813_3_0,Volume of rostralanteriorcingulate (left hemisphere)
26814_2_0,Volume of rostralmiddlefrontal (left hemisphere)
26814_3_0,Volume of rostralmiddlefrontal (left hemisphere)
26815_2_0,Volume of superiorfrontal (left hemisphere)
26815_3_0,Volume of superiorfrontal (left hemisphere)
26816_2_0,Volume of superiorparietal (left hemisphere)
26816_3_0,Volume of superiorparietal (left hemisphere)
26817_2_0,Volume of superiortemporal (left hemisphere)
26817_3_0,Volume of superiortemporal (left hemisphere)
26818_2_0,Volume of supramarginal (left hemisphere)
26818_3_0,Volume of supramarginal (left hemisphere)
26819_2_0,Volume of frontalpole (left hemisphere)
26819_3_0,Volume of frontalpole (left hemisphere)
26820_2_0,Volume of transversetemporal (left hemisphere)
26820_3_0,Volume of transversetemporal (left hemisphere)
26821_2_0,Volume of insula (left hemisphere)
26821_3_0,Volume of insula (left hemisphere)
26822_2_0,Area of TotalSurface (right hemisphere)
26822_3_0,Area of TotalSurface (right hemisphere)
26823_2_0,Area of bankssts (right hemisphere)
26823_3_0,Area of bankssts (right hemisphere)
26824_2_0,Area of caudalanteriorcingulate (right hemisphere)
26824_3_0,Area of caudalanteriorcingulate (right hemisphere)
26825_2_0,Area of caudalmiddlefrontal (right hemisphere)
26825_3_0,Area of caudalmiddlefrontal (right hemisphere)
26826_2_0,Area of cuneus (right hemisphere)
26826_3_0,Area of cuneus (right hemisphere)
26827_2_0,Area of entorhinal (right hemisphere)
26827_3_0,Area of entorhinal (right hemisphere)
26828_2_0,Area of fusiform (right hemisphere)
26828_3_0,Area of fusiform (right hemisphere)
26829_2_0,Area of inferiorparietal (right hemisphere)
26829_3_0,Area of inferiorparietal (right hemisphere)
26830_2_0,Area of inferiortemporal (right hemisphere)
26830_3_0,Area of inferiortemporal (right hemisphere)
26831_2_0,Area of isthmuscingulate (right hemisphere)
26831_3_0,Area of isthmuscingulate (right hemisphere)
26832_2_0,Area of lateraloccipital (right hemisphere)
26832_3_0,Area of lateraloccipital (right hemisphere)
26833_2_0,Area of lateralorbitofrontal (right hemisphere)
26833_3_0,Area of lateralorbitofrontal (right hemisphere)
26834_2_0,Area of lingual (right hemisphere)
26834_3_0,Area of lingual (right hemisphere)
26835_2_0,Area of medialorbitofrontal (right hemisphere)
26835_3_0,Area of medialorbitofrontal (right hemisphere)
26836_2_0,Area of middletemporal (right hemisphere)
26836_3_0,Area of middletemporal (right hemisphere)
26837_2_0,Area of parahippocampal (right hemisphere)
26837_3_0,Area of parahippocampal (right hemisphere)
26838_2_0,Area of paracentral (right hemisphere)
26838_3_0,Area of paracentral (right hemisphere)
26839_2_0,Area of parsopercularis (right hemisphere)
26839_3_0,Area of parsopercularis (right hemisphere)
26840_2_0,Area of parsorbitalis (right hemisphere)
26840_3_0,Area of parsorbitalis (right hemisphere)
26841_2_0,Area of parstriangularis (right hemisphere)
26841_3_0,Area of parstriangularis (right hemisphere)
26842_2_0,Area of pericalcarine (right hemisphere)
26842_3_0,Area of pericalcarine (right hemisphere)
26843_2_0,Area of postcentral (right hemisphere)
26843_3_0,Area of postcentral (right hemisphere)
26844_2_0,Area of posteriorcingulate (right hemisphere)
26844_3_0,Area of posteriorcingulate (right hemisphere)
26845_2_0,Area of precentral (right hemisphere)
26845_3_0,Area of precentral (right hemisphere)
26846_2_0,Area of precuneus (right hemisphere)
26846_3_0,Area of precuneus (right hemisphere)
26847_2_0,Area of rostralanteriorcingulate (right hemisphere)
26847_3_0,Area of rostralanteriorcingulate (right hemisphere)
26848_2_0,Area of rostralmiddlefrontal (right hemisphere)
26848_3_0,Area of rostralmiddlefrontal (right hemisphere)
26849_2_0,Area of superiorfrontal (right hemisphere)
26849_3_0,Area of superiorfrontal (right hemisphere)
26850_2_0,Area of superiorparietal (right hemisphere)
26850_3_0,Area of superiorparietal (right hemisphere)
26851_2_0,Area of superiortemporal (right hemisphere)
26851_3_0,Area of superiortemporal (right hemisphere)
26852_2_0,Area of supramarginal (right hemisphere)
26852_3_0,Area of supramarginal (right hemisphere)
26853_2_0,Area of frontalpole (right hemisphere)
26853_3_0,Area of frontalpole (right hemisphere)
26854_2_0,Area of transversetemporal (right hemisphere)
26854_3_0,Area of transversetemporal (right hemisphere)
26855_2_0,Area of insula (right hemisphere)
26855_3_0,Area of insula (right hemisphere)
26856_2_0,Mean thickness of GlobalMeanMean thickness (right hemisphere)
26856_3_0,Mean thickness of GlobalMeanMean thickness (right hemisphere)
26857_2_0,Mean thickness of bankssts (right hemisphere)
26857_3_0,Mean thickness of bankssts (right hemisphere)
26858_2_0,Mean thickness of caudalanteriorcingulate (right hemisphere)
26858_3_0,Mean thickness of caudalanteriorcingulate (right hemisphere)
26859_2_0,Mean thickness of caudalmiddlefrontal (right hemisphere)
26859_3_0,Mean thickness of caudalmiddlefrontal (right hemisphere)
26860_2_0,Mean thickness of cuneus (right hemisphere)
26860_3_0,Mean thickness of cuneus (right hemisphere)
26861_2_0,Mean thickness of entorhinal (right hemisphere)
26861_3_0,Mean thickness of entorhinal (right hemisphere)
26862_2_0,Mean thickness of fusiform (right hemisphere)
26862_3_0,Mean thickness of fusiform (right hemisphere)
26863_2_0,Mean thickness of inferiorparietal (right hemisphere)
26863_3_0,Mean thickness of inferiorparietal (right hemisphere)
26864_2_0,Mean thickness of inferiortemporal (right hemisphere)
26864_3_0,Mean thickness of inferiortemporal (right hemisphere)
26865_2_0,Mean thickness of isthmuscingulate (right hemisphere)
26865_3_0,Mean thickness of isthmuscingulate (right hemisphere)
26866_2_0,Mean thickness of lateraloccipital (right hemisphere)
26866_3_0,Mean thickness of lateraloccipital (right hemisphere)
26867_2_0,Mean thickness of lateralorbitofrontal (right hemisphere)
26867_3_0,Mean thickness of lateralorbitofrontal (right hemisphere)
26868_2_0,Mean thickness of lingual (right hemisphere)
26868_3_0,Mean thickness of lingual (right hemisphere)
26869_2_0,Mean thickness of medialorbitofrontal (right hemisphere)
26869_3_0,Mean thickness of medialorbitofrontal (right hemisphere)
26870_2_0,Mean thickness of middletemporal (right hemisphere)
26870_3_0,Mean thickness of middletemporal (right hemisphere)
26871_2_0,Mean thickness of parahippocampal (right hemisphere)
26871_3_0,Mean thickness of parahippocampal (right hemisphere)
26872_2_0,Mean thickness of paracentral (right hemisphere)
26872_3_0,Mean thickness of paracentral (right hemisphere)
26873_2_0,Mean thickness of parsopercularis (right hemisphere)
26873_3_0,Mean thickness of parsopercularis (right hemisphere)
26874_2_0,Mean thickness of parsorbitalis (right hemisphere)
26874_3_0,Mean thickness of parsorbitalis (right hemisphere)
26875_2_0,Mean thickness of parstriangularis (right hemisphere)
26875_3_0,Mean thickness of parstriangularis (right hemisphere)
26876_2_0,Mean thickness of pericalcarine (right hemisphere)
26876_3_0,Mean thickness of pericalcarine (right hemisphere)
26877_2_0,Mean thickness of postcentral (right hemisphere)
26877_3_0,Mean thickness of postcentral (right hemisphere)
26878_2_0,Mean thickness of posteriorcingulate (right hemisphere)
26878_3_0,Mean thickness of posteriorcingulate (right hemisphere)
26879_2_0,Mean thickness of precentral (right hemisphere)
26879_3_0,Mean thickness of precentral (right hemisphere)
26880_2_0,Mean thickness of precuneus (right hemisphere)
26880_3_0,Mean thickness of precuneus (right hemisphere)
26881_2_0,Mean thickness of rostralanteriorcingulate (right hemisphere)
26881_3_0,Mean thickness of rostralanteriorcingulate (right hemisphere)
26882_2_0,Mean thickness of rostralmiddlefrontal (right hemisphere)
26882_3_0,Mean thickness of rostralmiddlefrontal (right hemisphere)
26883_2_0,Mean thickness of superiorfrontal (right hemisphere)
26883_3_0,Mean thickness of superiorfrontal (right hemisphere)
26884_2_0,Mean thickness of superiorparietal (right hemisphere)
26884_3_0,Mean thickness of superiorparietal (right hemisphere)
26885_2_0,Mean thickness of superiortemporal (right hemisphere)
26885_3_0,Mean thickness of superiortemporal (right hemisphere)
26886_2_0,Mean thickness of supramarginal (right hemisphere)
26886_3_0,Mean thickness of supramarginal (right hemisphere)
26887_2_0,Mean thickness of frontalpole (right hemisphere)
26887_3_0,Mean thickness of frontalpole (right hemisphere)
26888_2_0,Mean thickness of transversetemporal (right hemisphere)
26888_3_0,Mean thickness of transversetemporal (right hemisphere)
26889_2_0,Mean thickness of insula (right hemisphere)
26889_3_0,Mean thickness of insula (right hemisphere)
26890_2_0,Volume of bankssts (right hemisphere)
26890_3_0,Volume of bankssts (right hemisphere)
26891_2_0,Volume of caudalanteriorcingulate (right hemisphere)
26891_3_0,Volume of caudalanteriorcingulate (right hemisphere)
26892_2_0,Volume of caudalmiddlefrontal (right hemisphere)
26892_3_0,Volume of caudalmiddlefrontal (right hemisphere)
26893_2_0,Volume of cuneus (right hemisphere)
26893_3_0,Volume of cuneus (right hemisphere)
26894_2_0,Volume of entorhinal (right hemisphere)
26894_3_0,Volume of entorhinal (right hemisphere)
26895_2_0,Volume of fusiform (right hemisphere)
26895_3_0,Volume of fusiform (right hemisphere)
26896_2_0,Volume of inferiorparietal (right hemisphere)
26896_3_0,Volume of inferiorparietal (right hemisphere)
26897_2_0,Volume of inferiortemporal (right hemisphere)
26897_3_0,Volume of inferiortemporal (right hemisphere)
26898_2_0,Volume of isthmuscingulate (right hemisphere)
26898_3_0,Volume of isthmuscingulate (right hemisphere)
26899_2_0,Volume of lateraloccipital (right hemisphere)
26899_3_0,Volume of lateraloccipital (right hemisphere)
26900_2_0,Volume of lateralorbitofrontal (right hemisphere)
26900_3_0,Volume of lateralorbitofrontal (right hemisphere)
26901_2_0,Volume of lingual (right hemisphere)
26901_3_0,Volume of lingual (right hemisphere)
26902_2_0,Volume of medialorbitofrontal (right hemisphere)
26902_3_0,Volume of medialorbitofrontal (right hemisphere)
26903_2_0,Volume of middletemporal (right hemisphere)
26903_3_0,Volume of middletemporal (right hemisphere)
26904_2_0,Volume of parahippocampal (right hemisphere)
26904_3_0,Volume of parahippocampal (right hemisphere)
26905_2_0,Volume of paracentral (right hemisphere)
26905_3_0,Volume of paracentral (right hemisphere)
26906_2_0,Volume of parsopercularis (right hemisphere)
26906_3_0,Volume of parsopercularis (right hemisphere)
26907_2_0,Volume of parsorbitalis (right hemisphere)
26907_3_0,Volume of parsorbitalis (right hemisphere)
26908_2_0,Volume of parstriangularis (right hemisphere)
26908_3_0,Volume of parstriangularis (right hemisphere)
26909_2_0,Volume of pericalcarine (right hemisphere)
26909_3_0,Volume of pericalcarine (right hemisphere)
26910_2_0,Volume of postcentral (right hemisphere)
26910_3_0,Volume of postcentral (right hemisphere)
26911_2_0,Volume of posteriorcingulate (right hemisphere)
26911_3_0,Volume of posteriorcingulate (right hemisphere)
26912_2_0,Volume of precentral (right hemisphere)
26912_3_0,Volume of precentral (right hemisphere)
26913_2_0,Volume of precuneus (right hemisphere)
26913_3_0,Volume of precuneus (right hemisphere)
26914_2_0,Volume of rostralanteriorcingulate (right hemisphere)
26914_3_0,Volume of rostralanteriorcingulate (right hemisphere)
26915_2_0,Volume of rostralmiddlefrontal (right hemisphere)
26915_3_0,Volume of rostralmiddlefrontal (right hemisphere)
26916_2_0,Volume of superiorfrontal (right hemisphere)
26916_3_0,Volume of superiorfrontal (right hemisphere)
26917_2_0,Volume of superiorparietal (right hemisphere)
26917_3_0,Volume of superiorparietal (right hemisphere)
26918_2_0,Volume of superiortemporal (right hemisphere)
26918_3_0,Volume of superiortemporal (right hemisphere)
26919_2_0,Volume of supramarginal (right hemisphere)
26919_3_0,Volume of supramarginal (right hemisphere)
26920_2_0,Volume of frontalpole (right hemisphere)
26920_3_0,Volume of frontalpole (right hemisphere)
26921_2_0,Volume of transversetemporal (right hemisphere)
26921_3_0,Volume of transversetemporal (right hemisphere)
26922_2_0,Volume of insula (right hemisphere)
26922_3_0,Volume of insula (right hemisphere)
26923_2_0,Area of TotalSurface (left hemisphere)
26923_3_0,Area of TotalSurface (left hemisphere)
26924_2_0,Area of bankssts (left hemisphere)
26924_3_0,Area of bankssts (left hemisphere)
26925_2_0,Area of caudalanteriorcingulate (left hemisphere)
26925_3_0,Area of caudalanteriorcingulate (left hemisphere)
26926_2_0,Area of caudalmiddlefrontal (left hemisphere)
26926_3_0,Area of caudalmiddlefrontal (left hemisphere)
26927_2_0,Area of cuneus (left hemisphere)
26927_3_0,Area of cuneus (left hemisphere)
26928_2_0,Area of entorhinal (left hemisphere)
26928_3_0,Area of entorhinal (left hemisphere)
26929_2_0,Area of fusiform (left hemisphere)
26929_3_0,Area of fusiform (left hemisphere)
26930_2_0,Area of inferiorparietal (left hemisphere)
26930_3_0,Area of inferiorparietal (left hemisphere)
26931_2_0,Area of inferiortemporal (left hemisphere)
26931_3_0,Area of inferiortemporal (left hemisphere)
26932_2_0,Area of isthmuscingulate (left hemisphere)
26932_3_0,Area of isthmuscingulate (left hemisphere)
26933_2_0,Area of lateraloccipital (left hemisphere)
26933_3_0,Area of lateraloccipital (left hemisphere)
26934_2_0,Area of lateralorbitofrontal (left hemisphere)
26934_3_0,Area of lateralorbitofrontal (left hemisphere)
26935_2_0,Area of lingual (left hemisphere)
26935_3_0,Area of lingual (left hemisphere)
26936_2_0,Area of medialorbitofrontal (left hemisphere)
26936_3_0,Area of medialorbitofrontal (left hemisphere)
26937_2_0,Area of middletemporal (left hemisphere)
26937_3_0,Area of middletemporal (left hemisphere)
26938_2_0,Area of parahippocampal (left hemisphere)
26938_3_0,Area of parahippocampal (left hemisphere)
26939_2_0,Area of paracentral (left hemisphere)
26939_3_0,Area of paracentral (left hemisphere)
26940_2_0,Area of parsopercularis (left hemisphere)
26940_3_0,Area of parsopercularis (left hemisphere)
26941_2_0,Area of parsorbitalis (left hemisphere)
26941_3_0,Area of parsorbitalis (left hemisphere)
26942_2_0,Area of parstriangularis (left hemisphere)
26942_3_0,Area of parstriangularis (left hemisphere)
26943_2_0,Area of pericalcarine (left hemisphere)
26943_3_0,Area of pericalcarine (left hemisphere)
26944_2_0,Area of postcentral (left hemisphere)
26944_3_0,Area of postcentral (left hemisphere)
26945_2_0,Area of posteriorcingulate (left hemisphere)
26945_3_0,Area of posteriorcingulate (left hemisphere)
26946_2_0,Area of precentral (left hemisphere)
26946_3_0,Area of precentral (left hemisphere)
26947_2_0,Area of precuneus (left hemisphere)
26947_3_0,Area of precuneus (left hemisphere)
